id,reference,candidate,bleurt
1dd00c89d71a5611797bb34da8a6eada8f058405,"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016 .
Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America .","(CNN)A year ago Bloomberg published a story with the following headline: Mike Pence, a Koch Favorite, Mulls 2016 Run for President. The story ticked off items on Pence's conservative things-to-do list while also noting his close ties to the deep-pocketed Koch brothers, as well as other right-wing lobbying groups. Last August the Indiana governor was in Dallas for an Americans for Prosperity event; the group is backed by the conservative Koch brothers, and supported Gov.",0.20006439089775085
eeafdc8b2d8130cabda5aafe352eab1198d0b9f8,"Singing the national anthem is a risky proposition .
Whitney Houston nailed it; Roseanne Barr destroyed it .","(CNN)If you're famous and performing the American national anthem, be prepared to become a national hero or a national disgrace. Facts are facts. Just ask Vince, Whitney, Roseanne, Jimi and Michael.",0.2550238370895386
dc833f8b55e381011ce23f89ea909b9a141b5a66,"While Republican Gov. Asa Hutchinson was weighing an Arkansas religious freedom bill, Walmart voiced its opposition .
Walmart and other high-profile businesses are showing their support for gay and lesbian rights .
Their stance puts them in conflict with socially conservative Republicans, traditionally seen as allies .","(CNN)As goes Walmart, so goes the nation? Everyone from Apple CEO Tim Cook to the head of the NCAA slammed religious freedom laws being considered in several states this week, warning that they would open the door to discrimination against gay and lesbian customers. But it was the opposition from Walmart, the ubiquitous retailer that dots the American landscape, that perhaps resonated most deeply, providing the latest evidence of growing support for gay rights in the heartland.",0.22478899359703064
c222979bd1cfbc7d3ff821e9c738e3dbd29b14f4,"Amnesty International releases its annual review of the death penalty worldwide; much of it makes for grim reading .
Salil Shetty: Countries that use executions to deal with problems are on the wrong side of history .","(CNN)On May 28, 2014, some 7,000 people gathered in a stadium in China's northwestern Xinjiang region. But they had not come to watch the local football team or any other grand sporting event. Instead, the authorities paraded scores of prisoners dressed in orange jumpsuits.",0.1427079141139984
469c6ac05092ca5997728c9dfc19f9ab6b936e40,"Marseille prosecutor says ""so far no videos were used in the crash investigation"" despite media reports .
Journalists at Bild and Paris Match are ""very confident"" the video clip is real, an editor says .
Andreas Lubitz had informed his Lufthansa training school of an episode of severe depression, airline says .","Marseille, France (CNN)The French prosecutor leading an investigation into the crash of Germanwings Flight 9525 insisted Wednesday that he was not aware of any video footage from on board the plane. Marseille prosecutor Brice Robin told CNN that ""so far no videos were used in the crash investigation."" He added, ""A person who has such a video needs to immediately give it to the investigators."" Robin's comments follow claims by two magazines, German daily Bild and French Paris Match, of a cell phone video showing the harrowing final seconds from on board Germanwings Flight 9525 as it crashed into the French Alps. All 150 on board were killed.",0.2712932527065277
88e7dac40f3e6c159e4edc0747d0cc0f50886fbb,"The Rev. Robert Schuller, 88, had been diagnosed with esophageal cancer in 2013 .
His TV show, ""Hour of Power,"" was enormously popular in the 1970s and 1980s .","(CNN)The Rev. Robert H. Schuller, California televangelist and founder of the television ministry ""Hour of Power,"" died Thursday, according to his family.",0.2511928677558899
ec4b5fef725b4cc81545689603ff84c8e19bd6dc,"Former GOP representative compares President Obama to Andreas Lubitz .
Bachmann said with possible Iran deal, Obama will fly ""entire nation into the rocks""
Reaction on social media? She was blasted by Facebook commenters .","(CNN)Michele Bachmann is comparing President Obama to the co-pilot of the doomed Germanwings flight. ""With his Iran deal, Barack Obama is for the 300 million souls of the United States what Andreas Lubitz was for the 150 souls on the German Wings flight - a deranged pilot flying his entire nation into the rocks,"" the Minnesota Republican and former representative wrote in a Facebook comment posted March 31. ""After the fact, among the smoldering remains of American cities, the shocked survivors will ask, why did he do it?"" Andreas Lubitz, the co-pilot of Germanwings Flight 9525, is accused by authorities of deliberately crashing the plane in the French Alps.",0.28805866837501526
ffff11a2f44d731cd80c86819a89b7e227581415,"Father: ""I know he went through what he went through""
Louis Jordan was found on his sailboat, which was listing and in bad shape, rescuer says .
He appears to be in good shape, physically and mentally .","Norfolk, Virginia (CNN)The second mate of the Houston Express probably couldn't believe what he was seeing. Hundreds of miles from land there was a small boat nearby. At first it looked abandoned.",0.1856638491153717
c7caf9181c2e94a79d9102da6e11cde48c880aa5,"Richard Klass: Iran framework agreement on nukes is strong, but opponents will cast doubts on this and try to obscure its facts .
He says the deal would cut uranium stockpile, centrifuges, implement rigorous inspections; it should be judged on merits, not disinformation .","(CNN)The United States and its negotiating partners reached a very strong framework agreement with Iran in Lausanne, Switzerland, on Thursday that limits Iran's nuclear program in such a way as to effectively block it from building a nuclear weapon. Expect pushback anyway, if the recent past is any harbinger. Just last month, in an attempt to head off such an agreement, House Speaker John Boehner invited Israeli Prime Minister Benjamin Netanyahu to preemptively blast it before Congress, and 47 senators sent a letter to the Iranian leadership warning them away from a deal.",0.19094042479991913
b21cd549314996de79ba0ca2636c8ced66468267,"Americans paid more for some fruits and vegetables last year because of the drought .
Tourists will now have to ask for a glass of water at a California restaurant .
Perhaps the only good thing is another ""great"" wine grape harvest last year .","Los Angeles (CNN)It's more than just one state's internal problem. The historic California drought hurts the rest of the union, too. That's because California is a breadbasket to the nation, growing more than a third of its vegetables and nearly two-thirds of its fruits and nuts.",0.2061367928981781
17412737648b2cad59669560765fcb5169fc8116,"The FBI cites social media messages sent by Keonna Thomas, 30 .
She's accused of trying to travel overseas to join ISIS .
Thomas is one of three women facing federal terror charges this week .",(CNN)The FBI charged a Philadelphia woman on Thursday with trying to travel overseas to fight for ISIS. She's one of three women arrested this week on terror charges. Two New York women were also taken into custody.,0.40148288011550903
970f75d6e5b23e11c15b05c59a109ccbb160b289,"Iranian sports official: The ban will be lifted for some events in the coming year .
But he says ""families are not interested in attending"" some sports matches .","(CNN)Since Iran's Islamic Revolution in 1979, women have been barred from attending most sports events involving men. But the situation appears set to improve in the coming months after a top Iranian sports official said that the ban will be lifted for some events. A plan to allow ""women and families"" to enter sports stadiums will come into effect in the next year, Deputy Sports Minister Abdolhamid Ahmadi said Saturday, according to state-run media.",0.3767378330230713
9f051fe922a8f45b315a366a5af1aab58d93f050,"Going online has become the path of least resistance if you want to make yourself heard .
But where there is the restrictive rule of law, journalists are vulnerable to the anger of officialdom .
From China to Malaysia, journalists and bloggers have been jailed -- even killed .","(CNN)Just as mimeograph machines and photocopiers were in their day, online activity -- blogs, YouTube channels, even social media platforms like Facebook and Twitter -- have fully emerged as the alternative to traditional mainstream media. It is not just the low cost of posting online that attracts dissidence, though that in itself is liberating. It is the lack of access to traditional print and broadcast media in authoritarian countries that is really the driving force leading disaffected voices to post online.",0.2344304323196411
202a51397a4de6483e6a7427d1952c46fca69d81,"The singer had been off the scene for a while .
She says she was bedridden for months .
Lavigne was sometimes too weak to shower .","(CNN)When singer Avril Lavigne went missing from the music scene, there was tons of speculation. Was she pregnant? In rehab?",0.2563631534576416
2f6106809de41d59f422d527900a6b344174c5b2,"Here are six of CNN's best videos of the week .
Clips include a look at Mike Tyson's abandoned mansion .","(CNN)A trip to a former heavyweight champ's gaudy, abandoned mansion. The tallest and fastest ""giga-coaster"" in the world. A dramatic interview with a famed spiritual leader -- and the tearful reaction by one of his former students.",0.2514595091342926
9a2ffa6ad643d52e6b99b0b08e497f41ba23b2b2,"Netanyahu says third option is ""standing firm"" to get a better deal .
Political sparring continues in U.S. over the deal with Iran .","Washington (CNN)Israeli Prime Minister Benjamin Netanyahu criticized the deal six world powers struck to thwart Iran's nuclear ambitions, saying he sees better options than ""this bad deal or war."" ""I think there's a third alternative, and that is standing firm, ratcheting up the pressure until you get a better deal,"" Netanyahu told CNN's Jim Acosta Sunday on ""State of the Union."" His comments come as Democrats and Republicans spar over the framework announced last week to lift Western sanctions on Iran in exchange for the country dropping from 19,000 to 5,060 active centrifuges, limiting its highly enriched uranium, and increasing inspections. President Barack Obama endorsed the deal, saying it was better than the alternatives. But GOP contenders for the party's 2016 presidential nomination lambasted it, saying it gave Iran too much flexibility.",0.28061866760253906
f78024d271fd21f0667f5da6843516314af71f8f,"Indiana town's Memories Pizza is shut down after online threat .
Its owners say they'd refuse to cater a same-sex couple's wedding .",(CNN)Standing up for what you believe. What does it cost you? What do you gain?,0.1336502879858017
63e19d477469e39e3fc4143919e6a5acb58dbc23,"Authorities in the Indian city of Malegaon have asked residents to take a 'mugshot' of their cattle .
Cows are revered by the majority Hindu population, and many parts of the country have laws banning the slaughter of cattle .
Officials in Malegaon believe this is the best way to solve cow slaughter cases and enforce the law .","(CNN)Police in the Indian city of Malegaon, in the western state of Maharashtra, are requiring identity cards for an unusual group of residents: Cattle. Following a recent state-wide ban on the sale and consumption of beef, authorities in the city have asked residents to take a 'mugshot' of their cattle and submit it to the police. Along with the photograph, the residents have to give information about their animal's 'unique features,' such as the coloring and age of the cow, along with the length of its tail and other distinctive characteristics.",0.346477210521698
cf7094270cbb4c8fad5029bd2c2da694f1411870,"A South Carolina man says he spent 66 days alone at sea before being rescued .
Other sole survivor stories include a Japanese man washed away by a tsunami .
An El Salvador man says he drifted from Mexico to Marshall Islands over a year .","(CNN)It's the kind of thing you see in movies, like Robert Redford's role in ""All Is Lost"" or Ang Lee's ""Life of Pi."" But, in real life, it's hard to swallow the idea of a single person being stranded at sea for days, weeks, if not months and somehow living to talk about it. Miracles do happen, though, and not just in Hollywood. We're not talking about people who float aimlessly or run aground after running out of gas or being let down by faltering winds only to be picked up a few hours later by the U.S.",0.1873929351568222
934a2d9235022c9e8a6aeec5e7e941b127569b76,"The Large Hadron Collider (LHC) begins again after a two-year shutdown .
The restart was delayed in March .","(CNN)The world's biggest and most powerful physics experiment is taking place as you read this. The Large Hadron Collider (LHC), a particle accelerator and the largest machine in the world, is ready for action following a two-year shutdown. After problems that delayed the restart in March, scientists at the European Organization for Nuclear Research (CERN) completed final tests, enabling the first beams to start circulating Sunday inside the LHC's 17 mile (27 km) ring.",0.32186755537986755
82461522ee90f8f5be2ec226e2016ad40588866d,"FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout .
Two FBI agents are injured and the suspect is shot during the gunfight .","Atlanta (CNN)It was a scene worthy of any top cop show on TV -- bullets flying, banged-up cars and the FBI chasing an armed robbery suspect. In the end, two agents were injured in a crash and the suspect was shot before being captured. FBI agents and task force officers were following 36-year-old Kevone Charleston of Austell, Georgia, as he pulled into a CVS pharmacy in Forsyth County, Georgia, early Saturday.",0.2505151331424713
37477ed1fc065f438021ee3b6d3e2b827e270353,"The total eclipse will only last 4 minutes and 43 seconds .
People west of the Mississippi River will have the best view .
Parts of South America, India, China and Russia also will see the eclipse .",(CNN)Sky watchers in western North America are in for a treat: a nearly five-minute total lunar eclipse this morning. Here's how it's unfolding: . It started at 3:16 a.m.,0.2325618416070938
4fbf675fb79046440d1cf01dd4fc2e505f2b5169,"Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages .
It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff .
More than military action aloe is needed to combat terrorism in the region, he says .","(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University College in eastern Kenya, in which many people have been killed and still more taken hostage. The attack is another step in the ongoing escalation of the terrorist group's activities, and a clear indicator that the security situation in East Africa is deteriorating fast. Somalia-based Al-Shabaab has been behind a string of recent attacks in Kenya, the most well-known of them being the massacre at the Westgate Shopping Centre in Nairobi in 2013.",0.38723307847976685
c5390093fa60d62c4dc9013977ca09a8edf7c32b,"Easter is a key event in the Christian faith, but where did the Easter Bunny come from?
Why is the date different every year, and what does it have to do with the moon?","(CNN)Easter is a cornerstone event in the Christian faith, but it's surrounded by interesting quirks. It celebrates the completion of Christ's mission of salvation in the Crucifixion and Resurrection. By dying on Good Friday, Christ atoned for the sins of others; by rising from the grave on Sunday, Christ conquered death.",0.3314606547355652
58b9fcb9a3537d014d3499b0ad4d4123cfd3eac0,"In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes .
But its website emphasizes importance of education, ""opportunities to learn""
Lawsuit claims students didn't get an education because of academic fraud at UNC .","(CNN)After years of making the case that the education of athletes is paramount, the NCAA now says it has no legal responsibility to make sure education is actually delivered. On its website, the NCAA prominently states, ""It's our commitment -- and our responsibility -- to give young people opportunities to learn, play and succeed."" And later, it says that ""in the collegiate model of sports, the young men and women competing on the field or court are students first, athletes second."" But the NCAA is taking a very different position in response to a lawsuit filed by former University of North Carolina athletes. The lawsuit claimed the students didn't get an education because they were caught up in the largest known academic fraud scandal in NCAA history.",0.36147379875183105
44d681105bcab063dfa0c80ce9cf96393677f9cc,"Judge won't allow teen leave hospital before her last chemotherapy treatment .
Attorneys for the teen are deciding whether to appeal .
Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .","(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgkin lymphoma will remain in temporary custody of the state for the time being, according to her attorney, Josh Michtom. A Connecticut juvenile court judge issued a written decision Wednesday denying a motion to let the teen, identified in court documents as ""Cassandra C.,"" go home. The judge also denied a motion for visitation.",0.2944401502609253
a43893ac704663476a285673392de84c0c17d4e5,"The song rules the chart for 13th week .
It passes Robin Thicke's ""Blurred Lines""
Song three weeks from potentially tying ""One Sweet Day"" for record .","(CNN)Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week. It's also just the 10th single in the Hot 100's entire history to spend at least 13 weeks at No. 1.",0.2405405342578888
f7c2eb465479b965669b81535234e24735915ebf,"High temperatures are recorded on the northern tip of the Antarctica Peninsula .
The World Meteorological Organization will make the final determination .","(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant day in early spring -- unless you're in Antarctica. The chilly continent recorded the temperature (15.5 degrees Celsius) on March 24, possibly the highest ever recorded on Antarctica, according to the Weather Underground. The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula, according to CNN affiliate WTNH.",0.24642272293567657
e8c90d557031700caa1afb66dfc85358ef719108,"A Native American from a tribe not recognized by the feds wins the return of his eagle feathers .
An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work .
A group of Chicago pastors takes on City Hall over its permits for new churches and loses .","(CNN)The United States has seemingly erupted this week about what it means to live your religion, especially in Indiana, where its new Religious Freedom Restoration Act faces a firestorm from critics who say it uses faith as a pretext to discriminate against gay people. Such state laws have been growing ever since the U.S. Religious Freedom Restoration Act became law in 1993, designed to prohibit the federal government from ""substantially burdening"" a person's exercise of religion.",0.16163314878940582
c71b08cede3b6edb662a2f2c95f8b543fa65e405,"Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup .
His car hit a mailbox and a tree just before midnight .","Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band Lynyrd Skynyrd, died Friday night in a car crash, a Georgia State Patrol spokesman said. Burns, 64, died after his car hit a mailbox and a tree in Cartersville, spokesman James Tallent said. No other cars were involved in the crash, which occurred shortly before midnight.",0.34067320823669434
f9f5d81bc74d6cf6d713d6fa6be4a30427b46e68,"Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy .
He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm .
Police said Kim opposed the joint U.S.-South Korean military drills .","Seoul, South Korea (CNN)The man accused of stabbing U.S. Ambassador Mark Lippert in Seoul last month is now charged with attempted murder, a South Korean court official said Wednesday. Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction, the Seoul Central District Court official said.",0.35405391454696655
32a7125a655a052b3ea62350a8e02f0245cc220e,"Hong Kong banker alleged murder case adjourned until May .
The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .","(CNN)When Hong Kong police answered a call in the early hours of a Saturday morning last November, they encountered a grisly scene and an alleged crime that shocked the city. One woman was lying on the floor with cuts to her neck and buttocks. Another was stuffed inside a suitcase on the balcony.",0.20711204409599304
38a207accfb31afc694f16531d23d2cda79ac85d,"Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet .
Overhead bins, head rests and air sick bags feature characters from Cartoon Network .","(CNN)""Jake the dog and Finn the human. The fun will never end. Adventure Time."" So begins the dreamy theme song intro to the strangely addictive Cartoon Network TV show that's centered around psychedelic characters like the Ice King, Marceline the Vampire Queen and, of course, Jake and Finn.",0.21303722262382507
9bea5cbe9a0184eec4086a08452066dead185173,"Manning is serving a 35-year sentence for leaking thousands of classified documents .
She says she will be using a voice phone to dictate her tweets .","(CNN)Imprisoned soldier Chelsea Manning can now communicate with the world  -- in 140 characters or less. Manning, who is serving a 35-year prison sentence for leaking thousands of classified documents, appears to have joined Twitter this week. In a series of tweets, the prisoner formerly known as Bradley Manning said she will be using a voice phone to dictate her tweets to  communications firm Fitzgibbon Media, which will post them on her behalf.",0.31108981370925903
a2ee2faeb2dc4e5eab43b1d14233c4ac658f0a8f,"Frida Ghitis: President Barack Obama is right to want a deal, but this one gives Iran too much .
She says the framework agreement starts lifting Iran sanctions much too soon .","(CNN)President Barack Obama tied himself to the mast of a nuclear deal with Iran even before he became the Democratic candidate for president. Reaching a good, solid agreement with Iran is a worthy, desirable goal. But the process has unfolded under the destructive influence of political considerations, weakening America's hand and strengthening Iran.",0.3414347767829895
fd0e8622b9ee38d1d6fff2fff59f0566f1a2f8f7,"The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend .
It's worldwide debut may approach or cross $300 million by the end of Easter Sunday .","(CNN)Universal's ""Furious 7"" continues to build momentum at the Friday box office for a weekend debut in the $135 million-$138 million range, the largest opening in North America since fall 2013. That includes a projected Friday take of $58 million-$60 million. The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend and earned a record-breaking $60 million internationally on Wednesday and Thursday for a possible worldwide debut approaching or crossing $300 million by the end of Easter Sunday.",0.5195115208625793
6302a6cf8564e4bb4753e2dc3dae328f13edae50,"Deion Sanders calls out son for ""hood doughnuts"" comments .
""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""","(CNN)Deion Sanders is such a dad. The NFL legend called out Deion Sanders Jr. on Twitter for saying he only eats ""hood doughnuts."" In response, the elder Sanders -- in front of his 912,000 followers -- reminded his son he has a trust fund, a condo and his own clothing line called ""Well Off."" ""You're a Huxtable with a million $ trust fund.",0.33781182765960693
8012ab9261e117ab47a2759b3c0b628f2a007a82,"An outside review found that a Rolling Stone article about campus rape was ""deeply flawed""
Danny Cevallos says that there are obstacles to a successful libel case, should one be filed .","(CNN)According to an outside review by Columbia Journalism School professors, ""(a)n institutional failure at Rolling Stone resulted in a deeply flawed article about a purported gang rape at the University of Virginia."" The Columbia team concluded that ""The failure encompassed reporting, editing, editorial supervision and fact-checking."" Hardly a ringing endorsement of the editorial process at the publication. The magazine's managing editor, Will Dana, wrote, ""We would like to apologize to our readers and to all of those who were damaged by our story and the ensuing fallout, including members of the Phi Kappa Psi fraternity and UVA administrators and students."" Brian Stelter: Fraternity to 'pursue all available legal action' The next question is: . Can UVA, Phi Kappa Psi or any of the other fraternities on campus sue for defamation?",0.2972087562084198
b10db3ae83abe1eec4236126d9c195ed7db90cc3,"Shibuya ward in Tokyo passes an ordinance that gives same-sex couples some of the rights of married heterosexual couples .
Activists welcome the decision; hope that it will lead to greater equality for LGBT people in Japan .
Recent poll finds most young Japanese open to the idea of gay marriage .","(CNN)One of Tokyo's most prominent districts has taken a small, but potentially significant step to recognizing same-sex unions in Japan. The government of Shibuya ward, one of the capital's most famous shopping and trendy entertainment districts, passed ordinance on Wednesday paving the way for ""partnership certificates"" for same-sex couples, allowing them some of the rights of married heterosexual couples. Same-sex partners who are registered with the district's ward office will be able to hold visitation rights in hospitals and co-sign tenancy agreements.",0.29108738899230957
4cc5744a14d8a07414760b271c1801c670149f68,"A test in Kansas finds listeria in a Blue Bell ice cream cup .
The company announces it is temporarily shutting a plant to check for the source .
Three people in Kansas have died from a listeria outbreak .","(CNN)Blue Bell ice cream has temporarily shut down one of its manufacturing plants over the discovery of listeria contamination in a serving of ice cream originating from that plant. Public health officials warned consumers Friday not to eat any Blue Bell-branded products made at the company's Broken Arrow, Oklahoma, plant. That includes 3-ounce servings of Blue Bell ice cream from this plant that went to institutions in containers marked with the letters O, P, Q, R, S or T behind the coding date.",0.2584304213523865
e2bccd4dec93c9bb7b327827dae004c2d494ec31,"Japan's top military official earnestly revealed that the country's Self Defense Force (SDF) had never encountered a UFO .
Celebrity politician and former wrestler Antonio Inoki had posed a question concerning extraterrestrials to a government committee .","(CNN)The classic video game ""Space Invaders"" was developed in Japan back in the late 1970's -- and now their real-life counterparts are the topic of an earnest political discussion in Japan's corridors of power. Luckily, Japanese can sleep soundly in their beds tonight as the government's top military official earnestly revealed that the country's Air Self Defense Force (ASDF) had never encountered an extraterrestrial unidentified flying object. Responding to a query from flamboyant former wrestler-turned-lawmaker Antonio Inoki, Defense Minister Gen Nakatani told the Diet, Japan's parliament, that his jets had, to date, never come across any UFOs from outer space.",0.27866891026496887
357a3c6ad7f5add7f35198fa68585da8195367b4,"Bombing of targets in central Sanaa smashes residents' windows and doors .
Hundreds killed in less than two weeks; humanitarian situation desperate, agencies say .","(CNN)Residents of central Sanaa, the Yemeni capital, have learned the hard way that key strategic bombing targets are located in their neighborhoods: Detonating ordnance has been shattering their windows and doors. And fighting has killed hundreds of people in less than two weeks. The Saudi-led coalition smashed parts of Yemen's Defense Ministry Central Command in the capital over the weekend, senior Yemeni officials said.",0.34399425983428955
