example_id,candidate,reference,bleurt
author_041,"The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","A doctor visit conversation where doctor verifies details, offers options, and confirms next steps.",0.5423679351806641
author_041,"The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.",0.971835732460022
author_042,"The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","A pharmacy conversation where pharmacist verifies details, offers options, and confirms next steps.",0.531524658203125
author_042,"The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.",0.9725693464279175
author_043,"The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","A immigration enquiry conversation where officer verifies details, offers options, and confirms next steps.",0.4622120261192322
author_043,"The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.",0.9723599553108215
author_044,"The client seeks help; banker provides guidance, sets expectations, and sends confirmation.","A bank inquiry conversation where banker verifies details, offers options, and confirms next steps.",0.5197221636772156
author_044,"The client seeks help; banker provides guidance, sets expectations, and sends confirmation.","The client seeks help; banker provides guidance, sets expectations, and sends confirmation.",0.9708601832389832
author_045,"The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.","A university advising conversation where advisor verifies details, offers options, and confirms next steps.",0.490170419216156
author_045,"The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.","The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.",0.9702262878417969
author_046,"The diner seeks help; server provides guidance, sets expectations, and sends confirmation.","A restaurant order conversation where server verifies details, offers options, and confirms next steps.",0.46462440490722656
author_046,"The diner seeks help; server provides guidance, sets expectations, and sends confirmation.","The diner seeks help; server provides guidance, sets expectations, and sends confirmation.",0.9677009582519531
author_047,"The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.","A hotel booking conversation where receptionist verifies details, offers options, and confirms next steps.",0.46062666177749634
author_047,"The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.","The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.",0.9700428247451782
author_049,"The user seeks help; support provides guidance, sets expectations, and sends confirmation.","A tech support conversation where support verifies details, offers options, and confirms next steps.",0.5122148394584656
author_049,"The user seeks help; support provides guidance, sets expectations, and sends confirmation.","The user seeks help; support provides guidance, sets expectations, and sends confirmation.",0.9659289121627808
author_050,"The tenant seeks help; landlord provides guidance, sets expectations, and sends confirmation.","A landlord tenant conversation where landlord verifies details, offers options, and confirms next steps.",0.4807043671607971
author_050,"The tenant seeks help; landlord provides guidance, sets expectations, and sends confirmation.","The tenant seeks help; landlord provides guidance, sets expectations, and sends confirmation.",0.9682400822639465
author_052,"The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.","A job interview conversation where interviewer verifies details, offers options, and confirms next steps.",0.47840040922164917
author_052,"The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.","The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.",0.9656202793121338
author_053,"The learner seeks help; teacher provides guidance, sets expectations, and sends confirmation.","A classroom conversation where teacher verifies details, offers options, and confirms next steps.",0.5309327840805054
author_053,"The learner seeks help; teacher provides guidance, sets expectations, and sends confirmation.","The learner seeks help; teacher provides guidance, sets expectations, and sends confirmation.",0.9687246084213257
author_057,"The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.","A ride share conversation where driver verifies details, offers options, and confirms next steps.",0.5054003000259399
author_057,"The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.","The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.",0.9654439687728882
author_058,"The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.","A movie plans conversation where alex verifies details, offers options, and confirms next steps.",0.43848973512649536
author_058,"The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.","The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.",0.9700464010238647
author_059,"The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.","A sports tickets conversation where box_office verifies details, offers options, and confirms next steps.",0.4581220746040344
author_059,"The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.","The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.",0.9708665609359741
author_060,"The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.","A visa appointment conversation where consulate_staff verifies details, offers options, and confirms next steps.",0.4948934316635132
author_060,"The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.","The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.",0.9803844690322876
author_061,"The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","A doctor visit conversation where doctor verifies details, offers options, and confirms next steps.",0.5423679351806641
author_061,"The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.",0.971835732460022
author_062,"The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","A pharmacy conversation where pharmacist verifies details, offers options, and confirms next steps.",0.531524658203125
author_062,"The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.",0.9725693464279175
author_063,"The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","A immigration enquiry conversation where officer verifies details, offers options, and confirms next steps.",0.4622120261192322
author_063,"The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.",0.9723599553108215
author_065,"The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.","A university advising conversation where advisor verifies details, offers options, and confirms next steps.",0.490170419216156
author_065,"The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.","The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.",0.9702262878417969
author_066,"The diner seeks help; server provides guidance, sets expectations, and sends confirmation.","A restaurant order conversation where server verifies details, offers options, and confirms next steps.",0.46462440490722656
author_066,"The diner seeks help; server provides guidance, sets expectations, and sends confirmation.","The diner seeks help; server provides guidance, sets expectations, and sends confirmation.",0.9677009582519531
author_067,"The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.","A hotel booking conversation where receptionist verifies details, offers options, and confirms next steps.",0.46062666177749634
author_067,"The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.","The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.",0.9700428247451782
author_071,"The sender seeks help; clerk provides guidance, sets expectations, and sends confirmation.","A post office conversation where clerk verifies details, offers options, and confirms next steps.",0.4872976541519165
author_071,"The sender seeks help; clerk provides guidance, sets expectations, and sends confirmation.","The sender seeks help; clerk provides guidance, sets expectations, and sends confirmation.",0.9700123071670532
author_072,"The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.","A job interview conversation where interviewer verifies details, offers options, and confirms next steps.",0.47840040922164917
author_072,"The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.","The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.",0.9656202793121338
manual_added_001,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_001,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_002,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_002,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_003,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_003,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_004,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,0.801969051361084
manual_added_004,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,0.801969051361084
manual_added_005,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,0.801969051361084
